POI_ID,ADDRESS,"﻿""DESCRIPTION""",NAME,GeoJSON,geo_point_2d
7732,170 QUEEN ST,Television Station,C K W S  TELEVISION,"{""coordinates"": [-76.4861781, 44.2327483], ""type"": ""Point""}","44.2327483, -76.4861781"
8034,1055 PRINCESS ST,Government Centre,SERVICE ONTARIO-PRINCESS ST,"{""coordinates"": [-76.5165568, 44.2441268], ""type"": ""Point""}","44.2441268, -76.5165568"
7705,1648 JOYCEVILLE RD,Baseball Field,PEIRSON PARK BASEBALL FIELD,"{""coordinates"": [-76.3300898, 44.3018517], ""type"": ""Point""}","44.3018517, -76.3300898"
7226,32 BAGOT ST,Baseball Field,CRICKET FIELD,"{""coordinates"": [-76.4886359, 44.2272601], ""type"": ""Point""}","44.2272601, -76.4886359"
7821,1066 HUDSON DR,Baseball Field,BAYRIDGE PUBLIC SCHOOL BASEBALL FIELD 2,"{""coordinates"": [-76.5926384, 44.2481679], ""type"": ""Point""}","44.2481679, -76.5926384"
7605,53 YONGE ST,Boat Ramp,PORTSMOUTH OLYMPIC HARBOUR (BOAT RAMP 2),"{""coordinates"": [-76.5178591, 44.2177086], ""type"": ""Point""}","44.2177086, -76.5178591"
7910,130 RUSSELL ST,Running Track,REGIOPOLIS-NOTRE DAME SECONDARY SCHOOL,"{""coordinates"": [-76.4940087, 44.2429189], ""type"": ""Point""}","44.2429189, -76.4940087"
7607,1085 WOODBINE RD,Running Track,HOLY CROSS SECONDARY SCHOOL TRACK,"{""coordinates"": [-76.5966216, 44.257231], ""type"": ""Point""}","44.257231, -76.5966216"
7608,2100 UNITY RD,Running Track,ELGINBURG PUBLIC SCHOOL TRACK,"{""coordinates"": [-76.5410255, 44.3199043], ""type"": ""Point""}","44.3199043, -76.5410255"
7923,750 HENDERSON BLVD,Swimming Pool - Private,LAKESHORE SWIMMING POOL,"{""coordinates"": [-76.5780522, 44.229034], ""type"": ""Point""}","44.229034, -76.5780522"
7328,77 SMITHFIELD CRES,Park,SMITHFIELD CRESCENT PARK,"{""coordinates"": [-76.5329305, 44.2490688], ""type"": ""Point""}","44.2490688, -76.5329305"
7735,220 PORTSMOUTH AV,Education,LIMESTONE DISTRICT BOARD OF EDUCATION,"{""coordinates"": [-76.5267205, 44.2282606], ""type"": ""Point""}","44.2282606, -76.5267205"
7449,235 WELLINGTON ST,Health Centre,STREET HEALTH CENTRE,"{""coordinates"": [-76.4816868, 44.2329491], ""type"": ""Point""}","44.2329491, -76.4816868"
7154,680 MONTREAL ST,Energy Distribution,ELECTRICAL SUBSTATION,"{""coordinates"": [-76.4873738, 44.24173], ""type"": ""Point""}","44.24173, -76.4873738"
7451,67 MARY ST,Energy Distribution,ELECTRICAL SUBSTATION,"{""coordinates"": [-76.5232183, 44.2240948], ""type"": ""Point""}","44.2240948, -76.5232183"
7823,1030 SUNNYSIDE RD,Arena,CATARAQUI COMMUNITY CENTRE,"{""coordinates"": [-76.5511558, 44.2797551], ""type"": ""Point""}","44.2797551, -76.5511558"
7231,48 SEVENTH AVE,Basketball Court,ST. PETER ELEMENTARY SCHOOL BASKETBALL,"{""coordinates"": [-76.500842, 44.2469083], ""type"": ""Point""}","44.2469083, -76.500842"
7317,,Town,BATH,"{""coordinates"": [-76.7985119, 44.1823943], ""type"": ""Point""}","44.1823943, -76.7985119"
7914,,Town,VERONA,"{""coordinates"": [-76.7028305, 44.4813581], ""type"": ""Point""}","44.4813581, -76.7028305"
7613,,Town,SHARBOT LAKE,"{""coordinates"": [-76.669391, 44.7810089], ""type"": ""Point""}","44.7810089, -76.669391"
7916,2400 PERTH RD,Outdoor Rink (Unstaffed),SHANNON'S CORNERS PARK OUTDOOR RINK,"{""coordinates"": [-76.5021139, 44.3183079], ""type"": ""Point""}","44.3183079, -76.5021139"
7332,1502 JARVIS RD,Park,JARVIS ROAD OPEN SPACE,"{""coordinates"": [-76.4003464, 44.3393919], ""type"": ""Point""}","44.3393919, -76.4003464"
7623,2 MAIN ST,Park,BARRIEFIELD ROCK GARDEN PARK,"{""coordinates"": [-76.4618474, 44.2390089], ""type"": ""Point""}","44.2390089, -76.4618474"
7925,685 BROCK ST,Park,CHURCHILL PARK,"{""coordinates"": [-76.5078496, 44.2327961], ""type"": ""Point""}","44.2327961, -76.5078496"
7926,1805 2 HWY,Park,MADOMA PARK,"{""coordinates"": [-76.3755542, 44.2645934], ""type"": ""Point""}","44.2645934, -76.3755542"
7625,61 ONTARIO ST,Park,NAVY MEMORIAL PARK,"{""coordinates"": [-76.4835885, 44.2257722], ""type"": ""Point""}","44.2257722, -76.4835885"
8038,1162 DIVISION ST,Shopping Centre,KING'S CROSSING RETAIL CENTRE,"{""coordinates"": [-76.5011547, 44.2644207], ""type"": ""Point""}","44.2644207, -76.5011547"
7950,444 KINGSDALE AVE,Off-Leash Dog Park,MEADOWBROOK (OFF-LEASH DOG PARK),"{""coordinates"": [-76.5443171, 44.2472923], ""type"": ""Point""}","44.2472923, -76.5443171"
7368,817 DIVISION ST,FACSFLA,"FAMILY & CHILDREN'S SERVICES OF FRONTENAC,LENNOX & ADDINGTON","{""coordinates"": [-76.4960529, 44.2540989], ""type"": ""Point""}","44.2540989, -76.4960529"
7369,16 BATH RD,Settlement Services,LINC,"{""coordinates"": [-76.5124172, 44.2405943], ""type"": ""Point""}","44.2405943, -76.5124172"
7647,284 EARL ST,Swimming Pool - Private,QUEEN'S UNIVERSITY AQUATICS AND RECREATION CENTRE (ARC) (SWIMMING POOL),"{""coordinates"": [-76.4941978, 44.2293642], ""type"": ""Point""}","44.2293642, -76.4941978"
7529,151 ORDNANCE ST,Basketball Court,MCBURNEY PARK BASKETBALL COURT,"{""coordinates"": [-76.4880925, 44.2354213], ""type"": ""Point""}","44.2354213, -76.4880925"
7236,705 DIVISION ST,Police Station,KINGSTON POLICE HEADQUARTERS,"{""coordinates"": [-76.4954762, 44.2512655], ""type"": ""Point""}","44.2512655, -76.4954762"
7532,975 OLD COLONY RD,Soccer Field,OLD COLONY PARK SOCCER FIELD 1,"{""coordinates"": [-76.5834824, 44.2527806], ""type"": ""Point""}","44.2527806, -76.5834824"
7321,739 AUGUSTA DR,Outdoor Rink (Community)(Not 2021),BERT MEUNIER COMMONS OUTDOOR RINK (Not 2021),"{""coordinates"": [-76.5525978, 44.2643682], ""type"": ""Point""}","44.2643682, -76.5525978"
7132,HWY 15/ROSE ABBEY DR,Trail Access,GREENWOOD PARK TRAIL,"{""coordinates"": [-76.4516607, 44.268254], ""type"": ""Point""}","44.268254, -76.4516607"
7133,400 GORE RD,Trail Access,GREENWOOD PARK TRAIL,"{""coordinates"": [-76.4449454, 44.2606779], ""type"": ""Point""}","44.2606779, -76.4449454"
7706,23 ONTARIO ST,Parking Lot,PUMP HOUSE LOT (STEAM MUSEUM) PARKING LOT,"{""coordinates"": [-76.485014, 44.2238634], ""type"": ""Point""}","44.2238634, -76.485014"
8009,1 BROCK ST,Parking Lot,CRAWFORD WHARF PARKING LOT,"{""coordinates"": [-76.4786031, 44.2303795], ""type"": ""Point""}","44.2303795, -76.4786031"
7707,7 MONTREAL ST,Parking Lot,UPPER ROBERT BRUCE MEMORIAL LOT,"{""coordinates"": [-76.4853226, 44.2314249], ""type"": ""Point""}","44.2314249, -76.4853226"
7927,283 SMUGGLER'S COVE DR,Parkette,SMUGGLER'S COVE PARKETTE,"{""coordinates"": [-76.5906569, 44.2178895], ""type"": ""Point""}","44.2178895, -76.5906569"
7336,550 ARAGON RD,Park,HEMLOCK DOWNS PARK,"{""coordinates"": [-76.4619791, 44.3069113], ""type"": ""Point""}","44.3069113, -76.4619791"
7337,1290 WATERSIDE WY,Park,RIVERS EDGE PARK,"{""coordinates"": [-76.4539549, 44.2729423], ""type"": ""Point""}","44.2729423, -76.4539549"
7340,715 TRUMAN DR,Park,HILLVIEW PARK,"{""coordinates"": [-76.5994825, 44.2460315], ""type"": ""Point""}","44.2460315, -76.5994825"
7928,900 HENDERSON BLVD,Park,JIM BEATTIE PARK,"{""coordinates"": [-76.582531, 44.2281249], ""type"": ""Point""}","44.2281249, -76.582531"
7929,8 RIVERSIDE DR,Park,MILTON LOOKOUT PARK,"{""coordinates"": [-76.3831031, 44.2566067], ""type"": ""Point""}","44.2566067, -76.3831031"
7971,275 SYDENHAM ST,Long Term Care,PROVIDENCE MANOR,"{""coordinates"": [-76.4858921, 44.2354328], ""type"": ""Point""}","44.2354328, -76.4858921"
7973,945 GARDINERS RD,Shopping Centre,CATARAQUI TOWN CENTRE,"{""coordinates"": [-76.5717207, 44.256316], ""type"": ""Point""}","44.256316, -76.5717207"
7402,23 ONTARIO ST,Monument,FAMINE CELTIC CROSS,"{""coordinates"": [-76.485185, 44.223607], ""type"": ""Point""}","44.223607, -76.485185"
7977,1 KING ST E,Monument,MEMORIAL PARK CANON,"{""coordinates"": [-76.4892826, 44.2221402], ""type"": ""Point""}","44.2221402, -76.4892826"
8108,153 ROBERT WALLACE DR,Soccer Field,MCCULLOUGH MINI SOCCER FIELD,"{""coordinates"": [-76.5285383, 44.2359346], ""type"": ""Point""}","44.2359346, -76.5285383"
7828,2903 JOYCEVILLE RD,Soccer Field,JOYCEVILLE PUBLIC SCHOOL SOCCER FIELD,"{""coordinates"": [-76.3346024, 44.3590545], ""type"": ""Point""}","44.3590545, -76.3346024"
7829,1180 WOODBINE RD,Soccer Field,WOODBINE PARK SOCCER FIELD 1,"{""coordinates"": [-76.6018453, 44.2595298], ""type"": ""Point""}","44.2595298, -76.6018453"
7534,750 INNOVATION DR,Artificial Turf Soccer Field,J. MACHEN TURF SPORTS FIELD,"{""coordinates"": [-76.4350905, 44.2731826], ""type"": ""Point""}","44.2731826, -76.4350905"
8011,285 KING ST E,Parking Lot,FOUR POINTS SHERATON LOT,"{""coordinates"": [-76.4816996, 44.2293163], ""type"": ""Point""}","44.2293163, -76.4816996"
7432,150 WEST ST,Parking Lot,FRONTENAC COUNTY COURT HOUSE LOT,"{""coordinates"": [-76.4894816, 44.228342], ""type"": ""Point""}","44.228342, -76.4894816"
8012,121 STUART ST,Parking Lot,QUEEN'S KGH UNDERGROUND GARAGE,"{""coordinates"": [-76.4946805, 44.2248964], ""type"": ""Point""}","44.2248964, -76.4946805"
7633,905 BRODIE AVE,Park,BRODIE PARK,"{""coordinates"": [-76.5838779, 44.2208372], ""type"": ""Point""}","44.2208372, -76.5838779"
7634,76 ORDNANCE ST,Park,ARTILLERY PARK,"{""coordinates"": [-76.4843423, 44.2344881], ""type"": ""Point""}","44.2344881, -76.4843423"
7932,704 MILFORD DR,Park,ASHTON PARK,"{""coordinates"": [-76.5812606, 44.245821], ""type"": ""Point""}","44.245821, -76.5812606"
7978,33 BAGOT ST,Monument,SJA MACDONALD CANON 1,"{""coordinates"": [-76.4866253, 44.2250266], ""type"": ""Point""}","44.2250266, -76.4866253"
7674,53 YONGE ST,Monument,TETRAHEDRON OLYMPIC MONUMENT,"{""coordinates"": [-76.5161083, 44.2175942], ""type"": ""Point""}","44.2175942, -76.5161083"
7404,623 KING ST,Monument,ABERDEEN PARK MONUMENT,"{""coordinates"": [-76.5173005, 44.2210801], ""type"": ""Point""}","44.2210801, -76.5173005"
7675,1 KING ST,Monument,CROSS OF SACRIFICE WAR MEMORIAL,"{""coordinates"": [-76.491334, 44.2223692], ""type"": ""Point""}","44.2223692, -76.491334"
7407,1280 COVERDALE DR,Monument,ROTARY PARK TOTEM POLE,"{""coordinates"": [-76.6072574, 44.2373398], ""type"": ""Point""}","44.2373398, -76.6072574"
7139,303 YORK ST,Washroom,KINGSTON MEMORIAL CENTRE WASHROOM,"{""coordinates"": [-76.5002329, 44.2393357], ""type"": ""Point""}","44.2393357, -76.5002329"
7712,1 THE TRAGICALLY HIP WAY,Washroom,LEON'S CENTRE WASHROOM,"{""coordinates"": [-76.4796822, 44.2332084], ""type"": ""Point""}","44.2332084, -76.4796822"
7714,1030 SUNNYSIDE RD,Washroom,CATARAQUI COMMUNITY CENTRE WASHROOM,"{""coordinates"": [-76.5512355, 44.2795247], ""type"": ""Point""}","44.2795247, -76.5512355"
7933,4150 MANGAN BLVD,Park,COLONEL BY PARK,"{""coordinates"": [-76.3098468, 44.415144], ""type"": ""Point""}","44.415144, -76.3098468"
7636,34 FAIRCREST BLVD,Park,RIVERSIDE WATERSIDE PARK,"{""coordinates"": [-76.408998, 44.2455314], ""type"": ""Point""}","44.2455314, -76.408998"
7936,200 KING ST,Park,BREAKWATER PARK,"{""coordinates"": [-76.4993994, 44.2223281], ""type"": ""Point""}","44.2223281, -76.4993994"
7346,245 ELMWOOD ST,Park,ELMWOOD PARK,"{""coordinates"": [-76.5244507, 44.2420912], ""type"": ""Point""}","44.2420912, -76.5244507"
7939,755 BAYRIDGE DR,Park,BAYRIDGE PARK,"{""coordinates"": [-76.5914981, 44.24781], ""type"": ""Point""}","44.24781, -76.5914981"
7637,360 KINGSTON MILLS RD,Park,MEADOWCREST PARK,"{""coordinates"": [-76.4222296, 44.3009429], ""type"": ""Point""}","44.3009429, -76.4222296"
7677,211 ONTARIO ST,Monument,CONFDERATION PARK COMMEMORATIVE PLAQUE 1,"{""coordinates"": [-76.4800881, 44.2296514], ""type"": ""Point""}","44.2296514, -76.4800881"
7412,1280 COVERDALE DR,Monument,H. ERLE ALLEN MEMORIAL,"{""coordinates"": [-76.6055812, 44.2380763], ""type"": ""Point""}","44.2380763, -76.6055812"
7244,1255 BIRCHWOOD DR,Soccer Field,CATARAQUI WOODS PUBLIC SCHOOL (SOCCER FIELD),"{""coordinates"": [-76.5813713, 44.2674654], ""type"": ""Point""}","44.2674654, -76.5813713"
8115,120 NORMAN ROGERS DR,Soccer Field,CENTENNIAL PUBLIC SCHOOL SOCCER FIELD,"{""coordinates"": [-76.5187579, 44.2314815], ""type"": ""Point""}","44.2314815, -76.5187579"
7835,234 NORMAN ROGERS DR,Soccer Field,ST. THOMAS MORE ELEMENTARY SCHOOL SOCCER FIELD 1,"{""coordinates"": [-76.5234023, 44.2336199], ""type"": ""Point""}","44.2336199, -76.5234023"
8117,900 HENDERSON BLVD,Soccer Field,JIM BEATTIE PARK (MINI SOCCER FIELD 1),"{""coordinates"": [-76.5823695, 44.2294396], ""type"": ""Point""}","44.2294396, -76.5823695"
8043,,Village,MISSISSIPPI STATION,"{""coordinates"": [-76.6692693, 44.9226156], ""type"": ""Point""}","44.9226156, -76.6692693"
7744,,Village,CONWAY,"{""coordinates"": [-76.9164322, 44.1135592], ""type"": ""Point""}","44.1135592, -76.9164322"
7352,585 ROOSEVELT DR,Park,AUDEN PARK,"{""coordinates"": [-76.5864188, 44.2344756], ""type"": ""Point""}","44.2344756, -76.5864188"
7354,19 BUCKINGHAM CRT,Park,BUCKINGHAM PARK,"{""coordinates"": [-76.4503402, 44.2591893], ""type"": ""Point""}","44.2591893, -76.4503402"
7639,219 VAN ORDER DR,Park,LAFLEUR PARK,"{""coordinates"": [-76.5242337, 44.2393284], ""type"": ""Point""}","44.2393284, -76.5242337"
7356,83 RUNNYMEDE RD,Park,RUNNYMEDE PARK,"{""coordinates"": [-76.5322747, 44.237069], ""type"": ""Point""}","44.237069, -76.5322747"
7357,1990 FRONT RD,Park,LEMOINE POINT CONSERVATION AREA,"{""coordinates"": [-76.606391, 44.2164813], ""type"": ""Point""}","44.2164813, -76.606391"
7942,460 MOLLY MCGLYNN ST,Park,MOLLY MCGLYNN PARK,"{""coordinates"": [-76.4483725, 44.2664264], ""type"": ""Point""}","44.2664264, -76.4483725"
7539,83 RUNNYMEDE RD,Soccer Field,MCCULLOUGH SOCCER FIELD (WEST),"{""coordinates"": [-76.5317595, 44.2364871], ""type"": ""Point""}","44.2364871, -76.5317595"
8118,1 LAPPAN'S LN,Soccer Field,NOVELIS SOCCER FIELD,"{""coordinates"": [-76.5127675, 44.2425728], ""type"": ""Point""}","44.2425728, -76.5127675"
8046,,Village,CENTREVILLE,"{""coordinates"": [-76.9035963, 44.4089531], ""type"": ""Point""}","44.4089531, -76.9035963"
7359,201 ARAGON RD,Park,CECIL & WILMA GRAHAM PARK,"{""coordinates"": [-76.4445736, 44.3123897], ""type"": ""Point""}","44.3123897, -76.4445736"
7360,348 BELLE PARK DR,Park,BELLE ISLAND - CATARAQUI PARK,"{""coordinates"": [-76.4705202, 44.2491804], ""type"": ""Point""}","44.2491804, -76.4705202"
7642,914 15 HWY,Park,MACLEAN TRAILS (PITTSBURGH LIBRARY),"{""coordinates"": [-76.4616438, 44.2597504], ""type"": ""Point""}","44.2597504, -76.4616438"
7643,68 CLARENCE ST,Park,BOUCHER PARK,"{""coordinates"": [-76.4826098, 44.2297846], ""type"": ""Point""}","44.2297846, -76.4826098"
7364,920 KING ST,Monument,LAKE ONTARIO PARK MEMORIAL,"{""coordinates"": [-76.5306654, 44.2189518], ""type"": ""Point""}","44.2189518, -76.5306654"
7946,137 QUEEN ST,Cemetery,ST. PAUL'S ANGLICAN CHURCHYARD,"{""coordinates"": [-76.4850201, 44.2331229], ""type"": ""Point""}","44.2331229, -76.4850201"
7844,480 PORTSMOUTH AVE,Soccer Field,MCCULLOUGH MINI SOCCER FIELD,"{""coordinates"": [-76.5286721, 44.2363108], ""type"": ""Point""}","44.2363108, -76.5286721"
7845,,Village,SILLSVILLE,"{""coordinates"": [-76.9130946, 44.1487261], ""type"": ""Point""}","44.1487261, -76.9130946"
7541,,Village,CLYDE FORKS,"{""coordinates"": [-76.6770143, 45.1320319], ""type"": ""Point""}","45.1320319, -76.6770143"
7846,,Village,BURKE SETTLEMENT,"{""coordinates"": [-76.7221698, 44.867576], ""type"": ""Point""}","44.867576, -76.7221698"
8123,,Village,LITTLE CREEK,"{""coordinates"": [-76.9254464, 44.2017572], ""type"": ""Point""}","44.2017572, -76.9254464"
8742,3260 COLLINS BAY RD,Communication Tower,3260 COLLINS BAY RD NORTH CELL TOWER,"{""coordinates"": [-76.6049081, 44.2645904], ""type"": ""Point""}","44.2645904, -76.6049081"
8429,766 MAPLE ST,Cell Antenna,766 MAPLE ST CELL ANTENNA,"{""coordinates"": [-76.4864893, 44.2566579], ""type"": ""Point""}","44.2566579, -76.4864893"
9180,1350 GARDINERS RD,Washroom,INVISTA CENTRE WASHROOM,"{""coordinates"": [-76.5690201, 44.275229], ""type"": ""Point""}","44.275229, -76.5690201"
9187,HWY 15/ROSE ABBEY DR,Trail Access,GREENWOOD PARK TRAIL,"{""coordinates"": [-76.4513146, 44.268551], ""type"": ""Point""}","44.268551, -76.4513146"
8313,1533 BATH RD,Baseball Field,COLLINS BAY INSTITUTION BASEBALL FIELD,"{""coordinates"": [-76.5482515, 44.2338967], ""type"": ""Point""}","44.2338967, -76.5482515"
8315,216 ONTARIO ST,Fountain,MARKET SQUARE FOUNTAIN,"{""coordinates"": [-76.4814599, 44.2299645], ""type"": ""Point""}","44.2299645, -76.4814599"
9419,33 BAGOT ST,Monument,CITY PARK CANON (RCHA 2),"{""coordinates"": [-76.4898759, 44.2236253], ""type"": ""Point""}","44.2236253, -76.4898759"
9147,61 ONTARIO ST,Monument,MARINE MUSEUM OF THE GREAT LAKES PLAQUE,"{""coordinates"": [-76.4835984, 44.2256316], ""type"": ""Point""}","44.2256316, -76.4835984"
9421,914 15 HWY,Monument,PITTSBURGH HISTORIC PLAQUES,"{""coordinates"": [-76.4613296, 44.2594], ""type"": ""Point""}","44.2594, -76.4613296"
9422,200 KING ST,Monument,TIME STATUE,"{""coordinates"": [-76.4986862, 44.2222049], ""type"": ""Point""}","44.2222049, -76.4986862"
9150,68 CLARENCE ST,Monument,BOUCHER PARK WW1 MEMORIAL PLAQUE,"{""coordinates"": [-76.4826149, 44.2298379], ""type"": ""Point""}","44.2298379, -76.4826149"
8899,1 MAITLAND ST,Marina,KINGSTON YACHT CLUB,"{""coordinates"": [-76.4864903, 44.2225471], ""type"": ""Point""}","44.2225471, -76.4864903"
8319,623 KING ST,Historic Site,PORTSMOUTH TOWNHALL,"{""coordinates"": [-76.516755, 44.2211222], ""type"": ""Point""}","44.2211222, -76.516755"
8620,55 STUART ST,Queen's University,AGNES BENIDICKSON HOUSE,"{""coordinates"": [-76.4922241, 44.2260566], ""type"": ""Point""}","44.2260566, -76.4922241"
8622,993 PRINCESS ST SUITE 10,Radio Station,98.3 MOOD FM,"{""coordinates"": [-76.5132801, 44.243826], ""type"": ""Point""}","44.243826, -76.5132801"
9424,33 BAGOT ST,Monument,BARRIE ST WAR MEMORIAL,"{""coordinates"": [-76.4899085, 44.225021], ""type"": ""Point""}","44.225021, -76.4899085"
9425,33 BAGOT ST,Monument,THE WALK AT CITY PARK,"{""coordinates"": [-76.4878939, 44.2267338], ""type"": ""Point""}","44.2267338, -76.4878939"
9427,2 MAIN ST,Monument,THE OLD RED PATCH WAR MEMORIAL,"{""coordinates"": [-76.4615481, 44.2390599], ""type"": ""Point""}","44.2390599, -76.4615481"
9430,370 KING ST,Monument,ATLANTIC SCULPTURE,"{""coordinates"": [-76.5062097, 44.2200221], ""type"": ""Point""}","44.2200221, -76.5062097"
9431,225 ONTARIO ST,Monument,CONFEDERATION PARK (THE WRESTLERS),"{""coordinates"": [-76.4799257, 44.2291174], ""type"": ""Point""}","44.2291174, -76.4799257"
9398,990 SYDENHAM RD,Place of Worship,CHRIST CHURCH,"{""coordinates"": [-76.5433685, 44.263808], ""type"": ""Point""}","44.263808, -76.5433685"
9399,945 GARDINERS RD,Post Office,POST OFFICE (SHOPPERS DRUG MART #0611),"{""coordinates"": [-76.5717713, 44.2555725], ""type"": ""Point""}","44.2555725, -76.5717713"
9402,5639 HWY 15,Communication Tower,5639 HWY 15 - LEO LAKE RD CELL TOWER,"{""coordinates"": [-76.2948113, 44.427183], ""type"": ""Point""}","44.427183, -76.2948113"
8624,705 DIVISION ST,Emergency Response Facility,SECONDARY EOC (KINGSTON POLICE),"{""coordinates"": [-76.4953949, 44.2509929], ""type"": ""Point""}","44.2509929, -76.4953949"
8323,62 KING ST W,,KGH HELIPAD,"{""coordinates"": [-76.4931846, 44.2221487], ""type"": ""Point""}","44.2221487, -76.4931846"
8626,120 CLARENCE ST,Post Office,CENTRAL POST OFFICE,"{""coordinates"": [-76.4839825, 44.2303858], ""type"": ""Point""}","44.2303858, -76.4839825"
8437,66 RIDEAU ST,Education Facility,KING'S TOWN PRIVATE SCHOOL,"{""coordinates"": [-76.4827658, 44.2354066], ""type"": ""Point""}","44.2354066, -76.4827658"
9041,85 LAPPAN'S LN,Cell Antenna,85 LAPPAN'S LANE MICROWAVE DISH,"{""coordinates"": [-76.5090645, 44.2601418], ""type"": ""Point""}","44.2601418, -76.5090645"
8441,,Hotel / Motel,WELCOME TRAVELLER MOTEL,"{""coordinates"": [-76.5985128, 44.2627008], ""type"": ""Point""}","44.2627008, -76.5985128"
9433,31 FAIRCREST BLVD,Playground,RIVERSIDE CENTRAL PARK PLAYGROUND,"{""coordinates"": [-76.4104536, 44.2473114], ""type"": ""Point""}","44.2473114, -76.4104536"
8324,469 MONTREAL ST,Court House,PROVINCIAL COURT HOUSE,"{""coordinates"": [-76.4870341, 44.2450017], ""type"": ""Point""}","44.2450017, -76.4870341"
8325,443 UNION ST,Government Centre,CORRECTIONS CANADA TRAINING CENTRE,"{""coordinates"": [-76.5111586, 44.2257992], ""type"": ""Point""}","44.2257992, -76.5111586"
8627,263 WELLER AVE,Health Centre,KINGSTON COMMUNITY HEALTH CARE,"{""coordinates"": [-76.4914075, 44.2628592], ""type"": ""Point""}","44.2628592, -76.4914075"
8628,563 KINGSTON MILLS RD,Locks,KINGSTON MILLS LOCKS,"{""coordinates"": [-76.4427213, 44.2914354], ""type"": ""Point""}","44.2914354, -76.4427213"
8910,1419 WASHBURN RD,Lock,LOWER BREWER'S MILLS LOCKS,"{""coordinates"": [-76.3250619, 44.3890005], ""type"": ""Point""}","44.3890005, -76.3250619"
8911,3000 SUNBURY RD,Lock,UPPER BREWER'S MILLS LOCKS,"{""coordinates"": [-76.3132752, 44.4124556], ""type"": ""Point""}","44.4124556, -76.3132752"
8912,63 CENTRE ST,Energy Distribution,ELECTRICAL SUBSTATION,"{""coordinates"": [-76.5037184, 44.2233759], ""type"": ""Point""}","44.2233759, -76.5037184"
8913,40 CLERGY ST,Energy Distribution,ELECTRICAL SUBSTATION,"{""coordinates"": [-76.4932997, 44.2290971], ""type"": ""Point""}","44.2290971, -76.4932997"
9044,1388 WOODFIELD CRES,Playground,WESTBROOK PARK SWINGSET,"{""coordinates"": [-76.6187687, 44.2708806], ""type"": ""Point""}","44.2708806, -76.6187687"
9167,52 NOTCH HILL RD,Playground,SILAS STEVENS PARKETTE PLAYGROUND 2,"{""coordinates"": [-76.5311484, 44.2380459], ""type"": ""Point""}","44.2380459, -76.5311484"
9441,416 MCCALLUM DR,Playground,GREENWOOD PARK PLAYGROUND,"{""coordinates"": [-76.4530408, 44.2637901], ""type"": ""Point""}","44.2637901, -76.4530408"
9168,190 WELBORNE AVE,Basketball Court,WELBORNE PUBLIC SCHOOL BASKETBALL COURT,"{""coordinates"": [-76.5789224, 44.2224285], ""type"": ""Point""}","44.2224285, -76.5789224"
8153,2 OAKRIDGE AVE,Swingset,OAKRIDGE PARK SWING SET,"{""coordinates"": [-76.5110066, 44.2272227], ""type"": ""Point""}","44.2272227, -76.5110066"
8444,,Park,K&P TRAIL,"{""coordinates"": [-76.5588502, 44.2955384], ""type"": ""Point""}","44.2955384, -76.5588502"
9450,158 PATRICK ST,Baseball Field,ST. PATRICK  BASEBALL FIELD,"{""coordinates"": [-76.4909603, 44.2417499], ""type"": ""Point""}","44.2417499, -76.4909603"
9410,26 SOMME AVE,Hospital,33 CANADIAN FORCES HEALTH SERVICES CENTRE,"{""coordinates"": [-76.442768, 44.243794], ""type"": ""Point""}","44.243794, -76.442768"
9141,1000 INNOVATION DR,Water Tower,KINGSTON EAST WATER TOWER,"{""coordinates"": [-76.4367553, 44.2745484], ""type"": ""Point""}","44.2745484, -76.4367553"
9412,7 VALOUR DR,RMC,MASSEY LIBRARY,"{""coordinates"": [-76.4685435, 44.2309423], ""type"": ""Point""}","44.2309423, -76.4685435"
9414,9 POINT FREDERICK DR,RMC,SENIOR STAFF MESS,"{""coordinates"": [-76.4672044, 44.228323], ""type"": ""Point""}","44.228323, -76.4672044"
8245,711 DALTON AV,Cultural Centre,CENTRE CULTUREL FRONTENAC,"{""coordinates"": [-76.5231273, 44.2710208], ""type"": ""Point""}","44.2710208, -76.5231273"
9117,445 PRINCESS ST,Post Office,POST OFFICE (SHOPPERS DRUG MART #0603),"{""coordinates"": [-76.4937292, 44.2340293], ""type"": ""Point""}","44.2340293, -76.4937292"
8531,640 KING ST W,Post Office,POST OFFICE (PETERS PHARMACY),"{""coordinates"": [-76.5175498, 44.2206756], ""type"": ""Point""}","44.2206756, -76.5175498"
8756,975 OLD COLONY RD,Swingset,OLD COLONY PARK SWINGSET,"{""coordinates"": [-76.5835053, 44.2538471], ""type"": ""Point""}","44.2538471, -76.5835053"
9174,360 KINGSTON MILLS RD,Baseball Field,MEADOWCREST C.C. BASEBALL FIELD,"{""coordinates"": [-76.4226079, 44.3009764], ""type"": ""Point""}","44.3009764, -76.4226079"
9176,53 FOURTH AVE,Baseball Field,KIWANIS PARK BASEBALL FIELD,"{""coordinates"": [-76.5005993, 44.2460282], ""type"": ""Point""}","44.2460282, -76.5005993"
9455,2903 JOYCEVILLE RD,Baseball Field,JOYCEVILLE P.S. BASEBALL FIELD,"{""coordinates"": [-76.3341944, 44.3592746], ""type"": ""Point""}","44.3592746, -76.3341944"
9178,641 TRUEDELL RD,Baseball Field,TRUEDELL PUBLIC SCHOOL BASEBALL FIELD,"{""coordinates"": [-76.579871, 44.2447535], ""type"": ""Point""}","44.2447535, -76.579871"
